sample,fastq_1,fastq_2
SRR6357070_1,/Users/weronikajaskowiak/Documents/GitHub/comp_work_project/nf-core/data/SRR6357070_1.fastq.gz,/Users/weronikajaskowiak/Documents/GitHub/comp_work_project/nf-core/data/SRR6357070_2.fastq.gz
